YEAR,DOY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,GWETROOT,GWETTOP,QV2M,RH2M,PRECTOTCORR
2019,48,7.68,8.95,13.74,44.15,40.06,-9.31,-10.11,-9.71,-9.63,5.48,-6.48,-11.96,243.34,0.7,0.73,1.77,97.81,1.26
2019,49,8.65,10.14,14,51.08,45.04,-8.85,-9.62,-9.23,-8.96,2.7,-7.11,-9.81,244.1,0.7,0.73,1.83,98.12,4.81
2019,50,8.12,10.22,14.26,50.83,43.61,-6.57,-7.39,-6.98,-7.2,10.1,-2.02,-12.12,251.94,0.7,0.73,2.26,97,1.04
2019,51,9.38,10.43,14.52,51.36,47.47,-8.89,-9.58,-9.24,-9.43,7.95,-5.56,-13.51,242.78,0.7,0.73,1.83,98.31,0.6
2019,52,10.93,11.05,14.79,54.05,52.95,-11.9,-12.6,-12.25,-11.95,6.35,-8.69,-15.04,208.09,0.7,0.73,1.4,98,0.31
2019,53,10.28,11.09,15.06,55.8,53.62,-10.6,-11.44,-11.02,-10.64,6.98,-6.62,-13.61,219.7,0.7,0.73,1.53,97.12,0.03
2019,54,11.21,11.44,15.33,56.37,54.86,-11.9,-12.49,-12.19,-11.8,7.08,-8.74,-15.81,215.87,0.7,0.73,1.4,99.06,0.12
2019,55,11.68,11.7,15.61,56.88,56.09,-10.33,-11.27,-10.8,-10.51,4.19,-8.87,-13.06,208.11,0.7,0.73,1.59,96.56,0.14
2019,56,11.56,11.96,15.89,58.2,56.45,-12.81,-13.55,-13.18,-12.88,5.28,-9.85,-15.13,202.3,0.7,0.73,1.28,97.62,0.15
2019,57,10.02,10.91,16.17,53.82,50.84,-10.45,-11.09,-10.77,-10.61,7.34,-6.48,-13.81,231.37,0.7,0.73,1.65,98.81,1.87
2019,58,11.16,12.35,16.45,60.84,56.69,-12.2,-12.91,-12.55,-12.75,7.31,-8.84,-16.16,233.41,0.7,0.73,1.34,97.62,0.67
2019,59,12.49,12.61,16.73,62.43,61.25,-13.13,-13.92,-13.52,-13.12,9.02,-8.1,-17.12,214.73,0.7,0.73,1.28,96.69,0.19
2019,60,11.99,12.84,17.02,63.26,59.59,-11.13,-11.83,-11.49,-11.25,4.33,-8.46,-12.79,216.8,0.7,0.73,1.53,98.31,0.36
2019,61,10.53,12.95,17.31,64.95,56.3,-9.11,-9.69,-9.4,-9.16,13.2,-3.19,-16.4,238.16,0.7,0.73,1.95,98.56,0.89
2019,62,10.84,12.62,17.6,63.21,57.97,-2.81,-3.63,-3.22,-3.1,3.45,-0.81,-4.27,278.7,0.7,0.73,3.05,95.94,2.07
2019,63,6.73,13.06,17.9,63.44,35.68,-7.23,-8.34,-7.78,-7.56,7.51,-3.69,-11.2,248.38,0.7,0.73,2.08,94.88,0.43
2019,64,10.41,13.43,18.19,66.61,55.8,-9.37,-10.2,-9.78,-9.52,5.64,-6.75,-12.4,239.23,0.7,0.73,1.77,97.31,1.56
2019,65,8.72,13.45,18.49,66.6,48.8,-5.38,-6.16,-5.77,-5.54,8.71,-1.6,-10.31,276.73,0.7,0.73,2.5,97.06,0.91
2019,66,12.61,14.02,18.79,71.31,66.63,-5.74,-6.74,-6.24,-5.85,4.92,-3.46,-8.38,254.63,0.7,0.73,2.32,95.75,0.06
2019,67,13.05,14.43,19.09,71.72,66.84,-9.03,-10.11,-9.57,-10,15.55,-3.59,-19.14,242.7,0.7,0.73,1.77,94.56,0.14
2019,68,15.59,15.4,19.39,74.99,74.8,-15.28,-16.43,-15.86,-16.99,15.03,-6.32,-21.35,196.31,0.7,0.73,1.04,91.94,0
2019,69,14.05,15.37,19.69,75.25,70.85,-12.19,-12.84,-12.52,-12.18,12.6,-6.69,-19.29,232.53,0.7,0.73,1.4,97.62,0.13
2019,70,10.13,13.65,20,69.44,58.43,-4.7,-5.37,-5.04,-4.72,9.53,-0.02,-9.56,269.92,0.7,0.73,2.62,97.5,0.49
2019,71,14.79,15.39,20.3,77.48,74.36,-4.67,-5.4,-5.04,-4.54,8.36,-0.47,-8.83,236.88,0.7,0.73,2.62,97.31,0.08
2019,72,12.32,14.95,20.61,75.73,66.28,-3.13,-3.76,-3.45,-3.17,7.59,0.21,-7.39,255.64,0.7,0.73,2.99,97.38,0.08
2019,73,14.03,15.45,20.92,76.3,70.91,-2.43,-3.04,-2.74,-2.45,5.91,0.12,-5.79,242.74,0.71,0.75,3.11,97.19,0.05
2019,74,14.47,15.51,21.23,77.67,77.72,-3.41,-4.76,-4.08,-3.6,8.18,-0.45,-8.63,257.74,0.71,0.73,2.81,92.06,0.06
2019,75,16.76,17.1,21.54,82.97,81.22,-10.17,-11.56,-10.87,-10.54,8.95,-5.39,-14.35,210.01,0.71,0.73,1.53,92.81,0.01
2019,76,17.54,17.37,21.85,86.05,85.89,-10.25,-11.67,-10.96,-11.06,14.03,-2.63,-16.66,211.51,0.71,0.73,1.59,92.12,0.01
2019,77,17.22,17.54,22.16,86.35,84.26,-9.65,-10.54,-10.1,-9.53,7.3,-5.67,-12.98,222.27,0.71,0.73,1.65,96.62,0.08
2019,78,17.04,18.05,22.47,89.59,85.25,-10.45,-11.27,-10.86,-10.17,11.79,-4.24,-16.02,223.81,0.71,0.73,1.59,96.88,0.07
2019,79,16.38,17.59,22.78,87.71,83.21,-7.06,-7.98,-7.52,-6.88,13.23,-0.44,-13.67,230.14,0.71,0.73,2.14,95.88,0.06
2019,80,17.56,17.33,23.09,86.18,86.1,-5.56,-6.45,-6,-5.82,11.18,-0.12,-11.31,228.09,0.72,0.75,2.44,96.19,0.01
2019,81,16.82,16.87,23.4,85.34,84.18,-3.68,-4.38,-4.02,-3.71,9.06,0.26,-8.81,257.55,0.73,0.79,2.87,96.81,0.06
2019,82,14.59,16.7,23.71,86.45,78.46,-0.81,-1.49,-1.15,-1.74,4.27,1,-3.27,295.98,0.74,0.81,3.48,95.88,0.3
2019,83,14.22,16.76,24.02,85.49,76.55,-2.17,-2.91,-2.53,-3.15,5.5,-0.18,-5.68,286.55,0.77,0.83,3.17,96.31,1.16
2019,84,14.13,17.45,24.33,87.99,74.38,-3.03,-3.63,-3.33,-3.55,6.91,0.06,-6.85,290.03,0.78,0.84,2.99,97.19,0.17
2019,85,15.65,17.28,24.64,89.17,82.44,-1.7,-2.1,-1.9,-2.2,8.63,1.7,-6.93,284.23,0.8,0.86,3.36,98.31,3.82
2019,86,18.64,18.96,24.95,93.02,90.66,-4.17,-6.05,-5.1,-5.02,12.2,2.08,-10.12,241.75,0.81,0.86,2.5,88.06,0.3
2019,87,16.6,18.09,25.26,91.27,84.81,-1.73,-3.92,-2.82,-2.17,10.85,3.13,-7.72,258.6,0.82,0.84,2.93,86.56,1.92
2019,88,14.51,19.02,25.57,99.86,82.45,1.6,1.17,1.39,1.23,4.25,4.03,-0.23,309.48,0.83,0.87,4.27,96.88,3.82
2019,89,16.92,18.5,25.88,92.46,85.11,1.69,-0.7,0.49,1.8,7.54,6.44,-1.1,276.97,0.84,0.85,3.72,85.5,0.31
2019,90,10.24,17.84,26.19,87.58,53.95,0.44,-2.42,-0.99,0.55,6.29,3.11,-3.18,289.48,0.84,0.85,3.3,82.38,5.31
2019,91,15.85,19.17,26.5,92.76,77.06,0.74,-2.54,-0.9,1.03,11.86,7.44,-4.41,254.82,0.84,0.84,3.23,81.5,0
2019,92,17.05,17.8,26.8,85.56,81.38,3.87,0.65,2.26,4.2,13.53,11.01,-2.52,267.08,0.84,0.84,4.15,81.62,0
2019,93,13.18,18.19,27.11,90.65,66.55,5.11,2.65,3.88,5.08,10.55,11.05,0.49,305.02,0.84,0.84,4.76,85.56,0.12
2019,94,8.86,18.36,27.41,92.26,46.84,4.85,3.94,4.4,4.39,4.73,7.3,2.57,322.24,0.84,0.85,5.19,92.75,3.87
2019,95,5,19.23,27.72,95.52,27.59,2.2,0.91,1.56,2.51,7.08,4.74,-2.34,317.41,0.84,0.86,4.21,91.12,2.95
2019,96,21.07,20.97,28.02,101,100.42,0.94,-4.42,-1.74,1.92,11.43,7.18,-4.25,239.95,0.84,0.84,2.75,71.5,0.01
2019,97,20.56,20.42,28.32,99.66,99.25,2.14,-2.7,-0.28,2.92,13.01,9.42,-3.59,242.11,0.84,0.84,3.17,73.12,0
2019,98,20.59,21.47,28.62,106.68,101.45,2.8,-2.5,0.15,3.68,13.6,9.86,-3.74,253.95,0.83,0.83,3.23,71.06,0
2019,99,21.43,21.7,28.92,107.64,105.44,4.09,-1.77,1.16,4.33,13.48,11.02,-2.47,253.68,0.83,0.83,3.48,68.19,0
2019,100,18.17,20.73,29.21,101.86,89.08,5.25,-0.34,2.45,5.07,11.02,11.24,0.22,268.08,0.82,0.83,3.85,68.38,0
2019,101,20.92,21.29,29.5,103.7,100.91,4.95,-0.05,2.45,5.29,13.73,12.02,-1.71,256.87,0.82,0.82,3.85,73.38,0
2019,102,20.44,21.7,29.79,107.92,101.03,7.65,1.83,4.74,7.51,17.09,15.66,-1.42,279.52,0.82,0.82,4.58,69.81,0.04
2019,103,20.81,21.48,30.08,107.7,103.43,9.95,4.63,7.3,9.71,14.24,16.96,2.72,285.23,0.81,0.81,5.49,72.62,0.01
2019,104,12.35,20.31,30.37,100.8,63.84,7.15,4.07,5.61,6.82,15.65,15.43,-0.22,308.11,0.81,0.84,5.31,82.62,8.65
2019,105,4.43,22.09,30.66,111.52,25.21,-2.81,-4.39,-3.6,-2.9,8.5,-0.88,-9.38,284.27,0.82,0.84,2.87,90.31,12.39
2019,106,18.5,23.12,30.95,109.89,88.21,-3.24,-6.92,-5.08,-3.89,13.45,2.4,-11.06,246,0.82,0.84,2.32,77.81,0
2019,107,14.27,23.03,31.24,112.83,67.73,-2.45,-5.64,-4.04,-2.11,11.18,2.93,-8.25,294.69,0.83,0.85,2.62,79.44,2.1
2019,108,24.01,24.93,31.52,119.15,114.14,-5.26,-10.47,-7.86,-3.99,8.64,-0.43,-9.07,224.46,0.83,0.84,1.65,67.75,0.18
2019,109,15.23,24.5,31.8,120.73,77.3,-3.43,-7.45,-5.44,-3.17,4.85,-0.87,-5.72,251.86,0.83,0.83,2.2,74.62,0.54
2019,110,20.51,23.61,32.07,114.7,100.48,-1.5,-5.41,-3.45,-0.91,8.98,2.96,-6.02,267.45,0.83,0.84,2.56,76.81,0.11
2019,111,13.52,23.45,32.34,114.49,67.09,1.55,-2.3,-0.38,1.25,6.69,4.62,-2.06,308,0.83,0.84,3.3,76.44,0.21
2019,112,13.26,22.62,32.61,108.98,66.34,2.76,-2.56,0.1,2.67,7.07,6.17,-0.9,314.34,0.83,0.84,3.23,69,0.18
2019,113,16.78,23.45,32.88,114.91,82.71,3.93,-0.23,1.85,4.11,10.73,9.46,-1.27,304.59,0.83,0.83,3.85,75.75,0.21
2019,114,15.39,22.77,33.15,111.15,76.85,7.11,2.84,4.98,6.9,12.02,12.74,0.72,324.06,0.82,0.83,4.88,76.88,0.41
2019,115,10.65,23.08,33.41,113.38,55.82,4.39,2.23,3.31,4.49,5.52,6.56,1.04,320.03,0.83,0.85,4.64,86.38,4.64
2019,116,19.31,24.79,33.67,121.52,95.2,2.27,-3.42,-0.57,3.78,7.67,5.88,-1.8,286.34,0.83,0.83,3.05,69.06,0.29
2019,117,16.67,23.56,33.92,112.59,81.55,2.18,-1.81,0.19,2.51,9.33,7.26,-2.06,290.69,0.82,0.84,3.42,77.25,2.17
2019,118,16.27,23.85,34.17,117.45,82.05,7.46,1.81,4.63,7.01,15.73,14.25,-1.49,299.59,0.82,0.83,4.52,69.94,0.21
2019,119,21,23.28,34.42,115.52,104,12.75,6.73,9.73,12.47,12.22,18.64,6.42,323.54,0.82,0.82,6.41,70.31,1.23
2019,120,6.44,24.24,34.67,117.95,35.48,-1.54,-5.13,-3.34,-0.7,10.3,4.26,-6.03,304.52,0.81,0.82,2.75,77.44,4.99
2019,121,24.38,26.51,34.91,127.34,116.99,-0.98,-6.99,-3.98,0.07,11.36,4.24,-7.12,240.84,0.81,0.83,2.26,66.31,0
2019,122,20.52,25.64,35.15,122.17,97.66,2.48,-5.51,-1.52,2.83,10.24,6.82,-3.42,257.98,0.81,0.82,2.56,56.44,0
2019,123,26.9,27.28,35.39,132.59,129.92,5.66,-2.7,1.48,6.13,14.96,12.63,-2.33,243.05,0.81,0.81,3.17,57.56,0
2019,124,25.56,26.57,35.62,130.7,125.31,8.83,-0.45,4.19,8.86,17.16,16.88,-0.27,264.95,0.8,0.8,3.78,55.19,0
2019,125,21.43,26.02,35.86,129.78,107.6,12.09,4.12,8.11,11.86,18.3,20.96,2.66,301.52,0.8,0.8,5.31,60.56,0.01
2019,126,25.05,25.55,36.08,129.37,126.25,15.95,6.44,11.2,15.05,15.34,22.35,7.01,299.23,0.79,0.8,6.16,55.5,0
2019,127,24.86,25.28,36.3,127.73,125.02,18.6,7.01,12.81,16.56,13.59,24.31,10.72,316.26,0.78,0.79,6.41,48.69,0
2019,128,25.47,26.03,36.52,130.82,127.28,19.08,8.42,13.75,17.2,14.62,25.65,11.04,317.64,0.78,0.78,7.08,51.75,0
2019,129,21.74,25.18,36.74,127.54,110.73,20.05,10.19,15.12,19.19,15.31,26.89,11.58,344.7,0.77,0.78,8.06,55.38,0.01
2019,130,20.41,24.43,36.95,124.73,105.28,16.97,12.79,14.87,16.73,9.02,21.05,12.02,348.2,0.77,0.79,9.46,76.94,1.84
2019,131,24.9,25.56,37.15,130.01,126.02,15.69,8.27,11.98,16.24,15.23,22.58,7.35,326.73,0.77,0.77,7.02,64.06,0
2019,132,25.79,26.29,37.36,135.1,131.74,15.56,8.98,12.26,15.61,12.48,21.87,9.38,319.7,0.76,0.77,7.39,66.56,0.03
2019,133,26.68,27.49,37.56,139.04,134.23,10.47,3.12,6.8,11.06,9.97,15.55,5.58,289.53,0.75,0.76,4.88,63,0
2019,134,11.53,25.32,37.76,129.06,62.37,7.31,3.9,5.61,7.36,15.32,14.72,-0.6,325.34,0.76,0.8,5.37,79,5.58
2019,135,29.71,29.7,37.95,144.1,143.36,1.8,-5.2,-1.7,3.58,12.71,7.65,-5.07,233.09,0.76,0.77,2.62,63.69,0
2019,136,29.61,29.5,38.13,144.77,144.48,5.57,-3.45,1.05,6.62,13.27,11.91,-1.35,244.06,0.75,0.77,2.99,55,0
2019,137,26.53,28.97,38.32,143.3,131.23,9.86,-0.8,4.53,10.02,17.72,17.63,-0.08,280.69,0.75,0.75,3.72,51,0
2019,138,7.44,26.42,38.49,133.66,41.73,7.56,4.44,6.01,7.34,7.46,10,2.54,333.87,0.75,0.8,5.49,81.06,7.94
2019,139,18.16,28.25,38.67,140.2,92.12,7.61,1.71,4.66,7.9,15.33,15.08,-0.26,301.12,0.76,0.77,4.52,69.75,1.7
2019,140,21.86,28.77,38.84,142.23,109.27,7.15,1.01,4.08,8.29,14.89,14.38,-0.52,285.8,0.75,0.78,4.27,69.38,4.61
2019,141,20.66,27.88,39,135.93,101.23,5.89,0.65,3.27,6.9,10.42,10.31,-0.11,288.05,0.76,0.77,4.15,71.75,0.32
2019,142,16.81,27.91,39.16,136.84,85.27,4.99,1.02,3.01,5.44,6.44,7.81,1.37,310.12,0.75,0.77,4.21,76.75,1.65
2019,143,20.72,28.39,39.31,139.12,102.83,7.59,0.51,4.05,8.24,14.52,13.73,-0.79,309.2,0.75,0.76,4.09,63.69,0.01
2019,144,25.84,28.34,39.46,144.05,131.46,15.26,7.64,11.45,15.1,14.27,21.94,7.67,329.02,0.74,0.75,6.77,63.81,0.1
2019,145,15.43,27.39,39.6,136.1,80.11,9.55,3.34,6.44,9.79,16.11,17.54,1.42,316.08,0.74,0.76,5.19,66.19,2.4
2019,146,29.75,30.37,39.75,148.71,145.05,7.24,-1.6,2.82,8.11,14.02,13.07,-0.95,254.56,0.73,0.74,3.48,56.94,0
2019,147,30.44,30.39,39.88,151.3,150.7,11.43,1.32,6.37,11.75,16.36,18.44,2.08,272.44,0.73,0.73,4.33,53.06,0
2019,148,26.77,29.59,40.01,148.47,133.97,15.67,6.6,11.14,15.31,18.34,23.97,5.62,310.58,0.73,0.73,6.47,57.5,0
2019,149,11.6,27.46,40.14,141.98,64.12,16.44,11.14,13.79,16.26,13.7,23.85,10.16,367.16,0.72,0.73,8.79,72.25,1.98
2019,150,27.54,29.84,40.25,151.14,139.22,14.88,8.56,11.73,15.25,8.69,19.1,10.41,322.52,0.72,0.72,7.2,69,0.21
2019,151,28.43,29.42,40.37,150.81,145.17,16.78,9.4,13.09,16.94,15.52,23.65,8.13,326.1,0.71,0.7,7.75,64.88,0
2019,152,24.58,27.4,40.48,141.5,127.26,18.08,13.33,15.71,18.55,10.65,22.67,12.02,354.23,0.7,0.7,9.89,75.81,0.78
2019,153,23.34,28.28,40.59,145.23,120.55,17.35,12.19,14.77,18.71,13.55,23.37,9.8,361.65,0.7,0.7,9.22,73.75,0.56
2019,154,29.41,30.19,40.68,152.77,148.23,15.52,7.51,11.51,16.37,8.79,19.84,11.05,315.91,0.7,0.69,6.84,62.5,0.83
2019,155,23.37,29.83,40.78,151.3,119.4,16.59,7.44,12.01,16.38,13.93,22.74,8.82,335.81,0.69,0.68,6.77,57.25,3.09
2019,156,13.79,29.38,40.87,147.51,72.95,11.82,6.22,9.02,13.11,9.41,15.44,6.04,341.84,0.7,0.72,6.29,70.5,3.38
2019,157,14.54,29.58,40.95,148.85,76.26,9.55,4.67,7.11,11.3,9.27,14.14,4.87,332.3,0.7,0.7,5.55,73.62,1.86
2019,158,17.31,28.24,41.03,143.84,90.88,12.88,9.4,11.15,13.55,9.02,16.73,7.71,347.78,0.7,0.7,7.75,80.88,4.32
2019,159,14.36,28.4,41.1,145.07,76.75,12.8,9.72,11.26,13.26,6.84,16.05,9.21,353.88,0.7,0.73,7.81,82.44,4.19
2019,160,9.41,27.97,41.17,141.78,51.73,12.44,9.05,10.74,12.8,5.38,15.63,10.26,354.85,0.7,0.72,7.45,80.88,2.34
2019,161,21.57,29.42,41.23,148.68,110.51,13.72,8.55,11.14,14.11,9.99,17.97,7.98,339.9,0.7,0.7,7.26,73.31,0.27
2019,162,22.96,28.54,41.29,148.37,120.47,19.52,13.8,16.65,20.15,13.27,25.55,12.27,363.27,0.7,0.69,10.19,72.19,0.46
2019,163,19.19,27.45,41.34,141.45,101.02,19.11,14.65,16.87,19.31,10.3,23.69,13.38,366.42,0.69,0.69,10.8,77,1.31
2019,164,21.49,28.57,41.38,147.35,111.64,17.51,11.95,14.73,18.24,14.95,25.25,10.3,358.54,0.68,0.67,9.22,71.94,0.63
2019,165,21.65,30.14,41.42,150.55,110.04,10.75,4.91,7.83,12.28,7.95,14.43,6.48,331.43,0.68,0.67,5.62,69.69,1.43
2019,166,18.28,29.91,41.45,148.09,93.21,9.64,4.16,6.9,10.94,8.81,13.4,4.6,327.73,0.68,0.67,5.31,70.81,1.52
2019,167,24.2,29.76,41.48,148.66,121.77,11.69,5.26,8.48,12.71,10.09,16.13,6.04,321.01,0.67,0.66,5.74,67.06,0.45
2019,168,12.42,28.42,41.5,141.1,65.05,13.23,6.98,10.1,13.74,10.99,19.63,8.64,349.48,0.67,0.68,6.53,68.94,4.41
2019,169,19.1,29.33,41.51,145.84,95.63,11.72,6.26,8.98,13.05,9.62,16.62,7,342.62,0.68,0.68,6.23,71.88,1.55
2019,170,20.57,29.07,41.53,145.96,103.77,13.1,7.23,10.16,14.25,9.33,16.94,7.62,333.23,0.67,0.66,6.59,69.31,0.85
